id,name,salutationName,firstName,lastName,title,status,source,industry,opportunityAmount,website,addressStreet,addressCity,addressState,addressCountry,addressPostalCode,emailAddress,phoneNumber,doNotCall,description,convertedAt,createdAt,modifiedAt,accountName,targetListIsOptedOut,middleName,opportunityAmountCurrency,emailAddressIsOptedOut,emailAddressIsInvalid,phoneNumberIsOptedOut,phoneNumberIsInvalid,streamUpdatedAt,opportunityAmountConverted,createdById,createdByName,modifiedById,modifiedByName,assignedUserId,assignedUserName,campaignId,campaignName,createdAccountId,createdAccountName,createdContactId,createdContactName,createdOpportunityId,createdOpportunityName,targetListId,targetListName,originalEmailId,originalEmailName,photoId,photoName
5f6088806ea289257,"Alexander Schmidt",Mr.,Alexander,Schmidt,"Sous chef",Assigned,"Web Site","Food & Beverage",,www.monsource.co.net,"Gotzkowskystraße 58",Berlin,,Germany,47445,alex.schmidt@example.com,+12841986001,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14",Monsource,,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f6087dca7ec3fcb8,"Nadine Fried",,Nadine,Fried,"Database administrator",Recycled,Campaign,Computer,,www.fresh-start.de,"Motzstr. 87",Dresden,,Germany,55437,nadine.fried@demo.com,+16725124757,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14","Fresh Start",,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",6128991d2f7ac1014,"Adam Powers",,,,,,,,,,,,,,
5f60871872646062a,"Gertruda Wysocka",Dr.,Gertruda,Wysocka,Pediatrician,Converted,"Public Relations",Healthcare,,www.fisher-saving-lives.com,"ul. Smętowska 65",Warsaw,,Poland,81-203,gertruda.wysocka@example.com,+48947629804,,,"2021-03-29 09:08:59","2026-02-18 16:00:14","2026-02-18 16:00:14","Fisher's Hospital",,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f60864cac9e5eb14,"Karolina Olszewska",Ms.,Karolina,Olszewska,Accountant,New,Call,Consulting,,www.gex.kat.pl,"ul. 3 Maja 129",Warsaw,,Poland,11-730,karolinaolszewska@spy.com,+16044315151,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14",Janeville&Co,,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f608325b54a2bff7,"Taylor Whittaker",Mr.,Taylor,Whittaker,Guide,Dead,Partner,Travel,,www.just4fun-demo.uk,"28 Souterhead Road",London,,"United Kingdom","DY11 8ZH",taylor-whittaker@mail.com,+17033846866,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14","Just For Fun",,,USD,1,,,,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f6082758e351b037,"Owen Moore",Mr.,Owen,Moore,Accountant,Assigned,Partner,Consulting,,www.integra-wealth.co.uk,"41 Winchester Rd",Oxfrord,,"United Kingdom","OX6 1UG",owen.moore@demo.com,+17855860252,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14","Integra Wealth Planners",,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f60813bcb27cac9e,"Mariette Simard",Mrs.,Mariette,Simard,Chef,Converted,Email,"Food & Beverage",,www.pizza-place.com,"5, rue de Penthièvre",Paris,,France,29000,mariettesimard@example.com,+14375854286,,,"2020-09-15 08:54:19","2026-02-18 16:00:14","2026-02-18 16:00:14","Pizza Place",,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",6128991d2f7ac1014,"Adam Powers",,,,,,,,,,,,,,
5f608050dcdb8b213,"Christabel Rochon",Ms.,Christabel,Rochon,"Office clerk",Converted,"Public Relations",Sports,,www.ol-sports.com,"72, rue des Dunes",Paris,,France,38400,christabelrochon@example.com,+12039543493,,,"2021-08-27 06:59:40","2026-02-18 16:00:14","2026-02-18 16:00:14","Olympic Sports",,,USD,,,,1,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f607f5374fca19ae,"Oscar Stephens",,Oscar,Stephens,"Media outreach specialist",Assigned,"Existing Customer","Building Materials & Equipment",,www.hughes-hatcher.us,"4628 Wescam Court","Los Angeles",,"United States","NV 89501",oscar.sstephens@example.com,+17758984313,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14","Hughes & Hatcher",,,USD,,,1,,,,1,"Jack Adams",1,"Jack Adams",1,"Jack Adams",,,,,,,,,,,,,,
5f607d6ba73e77b2e,"Stephanie Asher",Ms.,Stephanie,Asher,HR,Assigned,"Web Site",Retail,,www.westonsclothes.com,"1815 Werninger Street",Houston,,"United States","TX 77025",stephanie.asher@demo.com,+18327783858,,,,"2026-02-18 16:00:14","2026-02-18 16:00:14","Wetson's Clothes",,,USD,,,,,,,1,"Jack Adams",1,"Jack Adams",6128966e1667d6220,"Ben Smith",,,,,,,,,,,,,,
